###	N.B.: File summary located at bottom of TSV file.					Suggested command to download: 			cut -f 1 ./metadata_2023-10-04-17h-48m.tsv | tail -n +3 | grep -v ^# | xargs -n 1 curl -O -L --user <access_key_id>:<access_key_secret>
File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Related File Relationship	Related File	Paired End	File Status	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFIQSWC89C/@@download/4DNFIQSWC89C.bed.gz	4DNESB2HMY7D	N/A	4DNFIQSWC89C	0.02	c368051d8969a05d69857ed43562bab1	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	U2OS	DamID-seq on U2OS cells (2020-07-01)	LaminB1-Dam	2kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/651a1398-3d47-4dcf-bcea-422d8f05cff4/4DNFIQSWC89C.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIQTKFTTD/@@download/4DNFIQTKFTTD.bed.gz	N/A	4DNEXOJFSD4H	4DNFIQTKFTTD	0.00	e3080992395127294482067ff1fdbc5a	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/feb169b6-c553-4b35-b184-7d90acc61d3d/4DNFIQTKFTTD.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIQWYK31N/@@download/4DNFIQWYK31N.bed.gz	N/A	4DNEXFU4NQC3	4DNFIQWYK31N	0.62	4fd54213d434b8ec0b379d71d89248d4	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	N/A	HAP-1 (Tier 2)	pADamID on Hap1	pADam-only control	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1770bd6f-66cb-4c42-822a-5507a7c74e0d/4DNFIQWYK31N.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIQX4JW1J/@@download/4DNFIQX4JW1J.bed.gz	4DNESUK5H9Y8	N/A	4DNFIQX4JW1J	0.01	ac9493425b5eb071f23fe69579077abc	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	HAP-1 (Tier 2)	DamID-seq on HAP-1 cells (2018-10-22)	LaminB1-Dam	20 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/2e0ca0bc-8481-4b47-9b5b-e50d7498da7c/4DNFIQX4JW1J.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIQX9ANTN/@@download/4DNFIQX9ANTN.bed.gz	N/A	4DNEXFUGLVQA	4DNFIQX9ANTN	0.01	94df2e161baa13421998cf36b98b8993	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0e104396-cdb6-4679-a23e-c6091d1d4faf/4DNFIQX9ANTN.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIQY7JNXE/@@download/4DNFIQY7JNXE.bed.gz	N/A	4DNEXR716AG4	4DNFIQY7JNXE	0.01	0077e1aaf177feb4a371edcccaec6ecc	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/32a077d8-584d-4223-bf11-9f5df1d2797b/4DNFIQY7JNXE.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIR1UTBX5/@@download/4DNFIR1UTBX5.bed.gz	N/A	4DNEXR716AG4	4DNFIR1UTBX5	0.00	3132c5fbb2c727dc55e92a1e0dacb041	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	250 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0d9b34fc-1399-42d4-ab91-999b166b0701/4DNFIR1UTBX5.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIR2B9DV7/@@download/4DNFIR2B9DV7.bed.gz	4DNES8MY5YM8	N/A	4DNFIR2B9DV7	0.00	a00345c599d244d33fb20a5b18472bba	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/31fa1dcd-6841-44b4-a546-b6199d021cbe/4DNFIR2B9DV7.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIR2C3L81/@@download/4DNFIR2C3L81.bed.gz	N/A	4DNEXP2LE7KA	4DNFIR2C3L81	0.00	d1a955b4bfa368f81f5d995a624b94e3	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - attached cells	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/389a5e70-4c04-4654-aef3-083fa4a2864b/4DNFIR2C3L81.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIR42TOKM/@@download/4DNFIR42TOKM.bed.gz	N/A	4DNEXT2LYJKM	4DNFIR42TOKM	0.00	ccca66da5fa7fdfe8b3ed6bc9b84ef2b	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	LMNB2 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB2 antibody - G2 sorted cells	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/36e4beef-0383-482c-bf4d-06da4dadd271/4DNFIR42TOKM.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIR5AKQHX/@@download/4DNFIR5AKQHX.bed.gz	N/A	4DNEX75OM413	4DNFIR5AKQHX	0.00	f62ea98cb9799b81e49fbdaf28149fb9	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LaminA/C protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminAC antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/09fb9170-b5e7-4887-ab25-66cb029ed00c/4DNFIR5AKQHX.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIR65HTMU/@@download/4DNFIR65HTMU.bed.gz	N/A	4DNEXXBD9JCH	4DNFIR65HTMU	0.01	32fcae59f0271c322895f62938696e9f	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	LMNB1 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB1 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bd5efeb7-40b4-4354-9f3c-6d8f5be5c6fb/4DNFIR65HTMU.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIR9CFDP1/@@download/4DNFIR9CFDP1.bed.gz	N/A	4DNEXUJUPQ4D	4DNFIR9CFDP1	0.00	05f1cb28cc8fbb386df1d7d871c49d79	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	50 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e659c226-c742-4acc-a41b-8a0683636886/4DNFIR9CFDP1.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIR9PSIGZ/@@download/4DNFIR9PSIGZ.bed.gz	4DNESYPMROEJ	N/A	4DNFIR9PSIGZ	0.01	26c04a7e55d56912c693576dfcc3365f	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	Lmnb1 mouse protein	F121-9-CASTx129 (Tier 2)	DamID-seq on F121-9 cells (2018-10-22)	LaminB1-Dam	20 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/654d87b6-0928-4b04-b801-fdc03b2a05ec/4DNFIR9PSIGZ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRB3UDXK/@@download/4DNFIRB3UDXK.bed.gz	N/A	4DNEXFUGLVQA	4DNFIRB3UDXK	0.01	98475d63f9133e6a7078b6702ed910e8	LADs	bed	N/A	N/A	N/A	archived	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	Archived Processed Files from Previous Pipeline Runs	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0d705bce-7d95-44b6-92cb-25f142074d8c/4DNFIRB3UDXK.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRCB4FZZ/@@download/4DNFIRCB4FZZ.bed.gz	N/A	4DNEXFUGLVQA	4DNFIRCB4FZZ	0.02	f612c088313f34895e82e6a0ff605069	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	2 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/80970ac2-2c28-4092-983f-7f1472b0da5b/4DNFIRCB4FZZ.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRDBX8BC/@@download/4DNFIRDBX8BC.bed.gz	4DNESWB729QB	N/A	4DNFIRDBX8BC	0.00	45b4dabe35ef09dd282b1b882c67b0f9	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LMNB1 protein	HCT116 (Tier 2)	pADamID on HCT116	LaminB1 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f9b7b3eb-7c7f-4440-824a-5104b75fae05/4DNFIRDBX8BC.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRDCJXYU/@@download/4DNFIRDCJXYU.bed.gz	N/A	4DNEX1XEX1YN	4DNFIRDCJXYU	0.00	fffee9b6af24727e94d0f0ca83673847	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 2, Techrep 1	LMNB1 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB1 antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3b82649e-9061-4ca3-8038-5febe972e621/4DNFIRDCJXYU.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIREPNQC9/@@download/4DNFIREPNQC9.bed.gz	4DNESXZ4FW4T	N/A	4DNFIREPNQC9	0.01	c84420e680acbe63554cbc9dd6646017	LADs	bed	N/A	N/A	N/A	archived	DamID-seq	merged replicates	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	Archived Processed Files from Previous Pipeline Runs	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/69d5a654-7f63-4d03-a25b-d2304aff3da6/4DNFIREPNQC9.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRH3UA9H/@@download/4DNFIRH3UA9H.bed.gz	N/A	4DNEXS4YVM2B	4DNFIRH3UA9H	0.01	decdab21ea8b35bc07d3a356b8a3361b	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 3, Techrep 1	LMNB2 protein	HCT116 (Tier 2)	pADamID on HCT116	LaminB2 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/5172971c-13b4-489a-adba-9c6388c6de78/4DNFIRH3UA9H.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRIPWLQ8/@@download/4DNFIRIPWLQ8.bed.gz	4DNES24XA7U8	N/A	4DNFIRIPWLQ8	0.00	f9f63fd2049bb3101043e16e5bba64c7	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	HCT116 (Tier 2)	DamID-seq on HCT116 cells (2018-10-22)	LaminB1-Dam	80 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/17542a4a-ae4c-420d-ac9f-312cceb8515b/4DNFIRIPWLQ8.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRMZOEQD/@@download/4DNFIRMZOEQD.bed.gz	N/A	4DNEXR1MXRCU	4DNFIRMZOEQD	0.00	7602a83756b2b4b86b25042c009c7675	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB1 protein	HCT116 (Tier 2)	pADamID on HCT116	LaminB1 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/0a7466fa-17bc-4ad0-8159-3f96b6863517/4DNFIRMZOEQD.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRP8P9MC/@@download/4DNFIRP8P9MC.bed.gz	4DNESXKBPZKQ	N/A	4DNFIRP8P9MC	0.01	1226b74005818d147e4fab06c3583d78	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	H1-hESC (Tier 1)	DamID-seq on H1-hESC cells (2017-12-14)	LaminB1-Dam	10 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/06ea837b-093e-4cc5-bc1d-87ac9f19f6c2/4DNFIRP8P9MC.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRQ94ZLL/@@download/4DNFIRQ94ZLL.bed.gz	N/A	4DNEXG3CXTPT	4DNFIRQ94ZLL	0.00	14ab74161c5a03d578f06b2913c585ad	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody	80kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/4c692f03-8336-4e0e-99c8-852d8f24787e/4DNFIRQ94ZLL.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRV3ILJ2/@@download/4DNFIRV3ILJ2.bed.gz	4DNESHGTQ73M	N/A	4DNFIRV3ILJ2	0.01	605af086d73a030bbc8f8ba4912bf9ab	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	RPE-hTERT (Tier 2)	DamID-seq on RPE cells (2018-10-22)	LaminB1-Dam	25 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/86c24ea8-ca75-4245-b12d-f13326c8b528/4DNFIRV3ILJ2.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIRVKRHIG/@@download/4DNFIRVKRHIG.bed.gz	N/A	4DNEX59LZ9TV	4DNFIRVKRHIG	0.01	91439b850597434f0f74396a51953f41	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB1 protein	HAP-1 (Tier 2)	pADamID on Hap1	LaminB1 antibody	5kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/761931cc-41f4-4284-af36-8baa8847522b/4DNFIRVKRHIG.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIS146IKW/@@download/4DNFIS146IKW.bed.gz	4DNESXZ4FW4T	N/A	4DNFIS146IKW	0.01	9dec3ca1601ab83c9a983faa2f6daa9d	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	HFFc6 (Tier 1)	DamID-seq on HFFc6 cells (2017-12-14)	LaminB1-Dam	25 kb binned files	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/7561ce0c-c20f-4bf0-868d-65f8a6561681/4DNFIS146IKW.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIS54TP92/@@download/4DNFIS54TP92.bed.gz	4DNESQPX39AA	N/A	4DNFIS54TP92	0.00	8298b4fd06f93cdb75b88ef0bcc6eca7	LADs	bed	N/A	N/A	N/A	released	pA-DamID	merged replicates	LaminA/C protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminAC antibody	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/e48a9fc6-752f-443d-a758-afb2bdbadb36/4DNFIS54TP92.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIS7J1WBY/@@download/4DNFIS7J1WBY.bed.gz	4DNESB2HMY7D	N/A	4DNFIS7J1WBY	0.02	b817d0f96f1ab52b3917075f6c2094dc	LADs	bed	N/A	N/A	N/A	released	DamID-seq	merged replicates	LMNB1 protein	U2OS	DamID-seq on U2OS cells (2020-07-01)	LaminB1-Dam	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6c88badb-b2c3-4ab0-8867-dfdf49c268ea/4DNFIS7J1WBY.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIS7LOA8P/@@download/4DNFIS7LOA8P.bed.gz	N/A	4DNEX3MM5UO9	4DNFIS7LOA8P	0.01	6d5927e11ca539986604235451432f80	LADs	bed	N/A	N/A	N/A	released	pA-DamID	Biorep 1, Techrep 1	LMNB2 protein	RPE-hTERT (Tier 2)	pADamID on RPE	LaminB2 antibody - synchronized 6h after mitotic shakeoff	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d9ed6193-aecf-4492-8bc6-d15ec1ef3474/4DNFIS7LOA8P.bed.gz
https://data.4dnucleome.org/files-processed/4DNFISC3CSER/@@download/4DNFISC3CSER.bed.gz	N/A	4DNEX1PST7JA	4DNFISC3CSER	0.02	154c872280c4b2813618526371d17a4a	LADs	bed	N/A	N/A	N/A	released	DamID-seq	Biorep 1, Techrep 1	LMNB1 protein	U2OS	DamID-seq on U2OS cells (2020-07-01)	LaminB1-Dam	processed file	Bas van Steensel, NKI	Bas van Steensel, NKI	N/A	This file contains processed results performed outside of the 4DN-DCIC standardized pipelines. The file and the information about its provenance, i.e. which files were used as input to generate this output was provided by or done in collaboration with the lab that did the experiments to generate the raw data. For more information about the specific analysis performed, please contact the submitting lab or refer to the relevant publication if available.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a253ec1c-6c9f-45ef-9e75-a8ea77488117/4DNFISC3CSER.bed.gz
